0 	0
0 	0
0 	0
0 	0
270 	300
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
300 	330
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
300 	330
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
300 	330
0 	0
0 	0
0 	0
0 	0
210 	240
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	30
210 	240
0 	0
300 	330
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
270 	300
0 	0
0 	0
0 	0
0 	0
300 	330
150 	180
270 	300
0 	0
270 	300
300 	330
0 	0
0 	0
210 	240
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
270 	300
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
330 	360
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
300 	330
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
270 	300
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
300 	330
270 	300
0 	0
270 	300
0 	0
0 	0
270 	300
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
270 	300
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
330 	360
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
270 	300
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
210 	240
210 	240
0 	0
150 	180
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
300 	330
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
180 	210
0 	0
330 	360
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
300 	330
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
0 	0
